Ward Code,Ward Name,Borough,Population,Working age population,Child population,16-59 population,Old age population,IMD Extent %,IMD Extent Rank,IMD Average rank,IMD average rank rank,IMD average score,IMD average score rank,Rank of worst LSOA,Worst LSOA Code,Worst LSOA: % of resident in ward,Number of LSOAs,# LSOAs in worst 5%,# LSOAs in worst 10%,# LSOAs in worst 20%,# LSOAs in worst 50%,Income scale,Income score,Income rank,Employment scale,Employment score,Employment rank,IDACI scale,IDACI score,IDACI score rank,IDAOPI scale,IDAOPI score,IDAOPI score (rank)
E05009383,Springfield,Hackney,17237,9366,5851,9618,1768,51%,52,6598.1,43,34.0,42,2769,E01001798,42%,9.02,0.00,1.42,4.87,9.02,3526.3,0.205,77,1235.8,0.132,55,1017.35,0.174,315,687.44,0.389,63
E05009384,Stamford Hill West,Hackney,10609,5805,3509,5932,1168,29%,156,8556.5,115,29.8,122,4523,E01001800,100%,6.05,0.00,0.00,1.83,5.78,1853.9,0.175,153,638.8,0.110,155,504.69,0.144,384,402.05,0.344,106
E05009385,Stoke Newington,Hackney,14586,10376,2480,10415,1692,25%,184,9838.5,168,27.5,178,6460,E01001802,17%,8.12,0.00,0.00,0.17,7.12,2327.4,0.160,218,992.6,0.096,233,475.76,0.192,263,640.23,0.378,71
E05009386,Victoria,Hackney,13414,9274,2630,9342,1442,54%,43,7250.5,67,33.6,51,2780,E01001838,56%,7.49,0.00,0.56,3.49,6.49,2761.2,0.206,74,1235.5,0.133,49,681.45,0.259,110,574.22,0.398,52
E05009387,Woodberry Down,Hackney,9953,6374,2429,6359,1166,75%,12,4551.2,8,41.3,7,2394,E01001811,100%,5.71,0.00,4.00,4.00,5.71,2678.3,0.269,10,1024.4,0.161,11,750.10,0.309,23,522.11,0.448,19
E05000250,Addison,Hammersmith and Fulham,11405,8076,1893,8115,1397,17%,232,13630.4,292,22.5,283,4267,E01001857,100%,7.00,0.00,0.00,1.00,5.00,1569.4,0.138,285,785.3,0.097,223,324.59,0.171,323,363.82,0.260,226
E05000251,Askew,Hammersmith and Fulham,14206,9887,2644,9878,1684,22%,210,11180.0,217,25.6,214,6802,E01001862,100%,8.00,0.00,0.00,0.00,7.00,2515.8,0.177,146,1184.2,0.120,104,567.98,0.215,208,526.53,0.313,146
E05000252,Avonmore and Brook Green,Hammersmith and Fulham,12013,8507,1527,8553,1933,7%,336,17115.4,378,17.8,381,5585,E01001868,100%,8.00,0.00,0.00,1.00,2.00,1353.1,0.113,391,614.1,0.072,398,218.71,0.143,388,465.07,0.241,266
E05000253,College Park and Old Oak,Hammersmith and Fulham,9127,6018,1817,6154,1156,45%,72,7472.5,73,31.9,78,5098,E01001876,100%,5.00,0.00,0.00,4.00,5.00,1764.9,0.193,104,779.9,0.130,62,445.64,0.245,137,376.79,0.326,124
E05000254,Fulham Broadway,Hammersmith and Fulham,10868,7642,1624,7628,1616,11%,285,13292.8,283,23.5,264,2091,E01001885,100%,7.00,0.00,1.00,1.00,5.00,1660.1,0.153,241,738.5,0.097,227,313.90,0.193,260,534.38,0.331,113
E05000255,Fulham Reach,Hammersmith and Fulham,11134,8077,1508,8154,1472,2%,405,16727.5,370,18.2,370,8819,E01001892,100%,7.00,0.00,0.00,0.00,4.00,1154.9,0.104,424,575.0,0.071,404,219.42,0.146,381,317.20,0.215,320
E05000256,Hammersmith Broadway,Hammersmith and Fulham,11557,7888,1897,7896,1764,31%,138,10372.2,189,27.6,175,3413,E01001899,100%,8.00,0.00,0.00,3.00,7.00,2016.8,0.175,156,967.7,0.123,90,422.11,0.223,184,505.83,0.287,183
E05000257,Munster,Hammersmith and Fulham,10851,7608,1893,7615,1343,0%,438,21801.5,503,12.9,500,10447,E01001903,100%,7.00,0.00,0.00,0.00,1.00,855.1,0.079,508,419.5,0.055,505,171.53,0.091,524,249.05,0.185,376
E05000258,North End,Hammersmith and Fulham,11562,8774,1461,8827,1274,18%,228,13259.2,282,23.1,273,5706,E01001912,100%,7.00,0.00,0.00,2.00,5.00,1719.4,0.149,252,774.3,0.088,268,393.86,0.270,86,425.11,0.334,111
E05000259,Palace Riverside,Hammersmith and Fulham,7486,4463,1455,4459,1572,0%,438,23601.0,542,10.9,546,18372,E01001917,100%,5.00,0.00,0.00,0.00,0.00,466.7,0.062,573,176.3,0.039,597,86.11,0.059,600,211.27,0.134,471
E05000260,Parsons Green and Walham,Hammersmith and Fulham,11056,7259,2167,7225,1664,5%,355,20347.9,467,14.7,458,7494,E01001920,100%,7.00,0.00,0.00,0.00,2.00,869.7,0.079,509,431.6,0.059,478,147.24,0.068,577,291.54,0.175,392
E05000261,Ravenscourt Park,Hammersmith and Fulham,10445,6658,1911,6625,1909,7%,334,15020.1,334,20.4,329,7537,E01001930,100%,7.00,0.00,0.00,0.00,5.00,1147.2,0.110,405,548.2,0.082,319,211.78,0.111,474,352.16,0.184,378
E05000262,Sands End,Hammersmith and Fulham,13760,9306,2641,9299,1820,2%,416,14583.4,321,20.2,333,9309,E01001938,100%,8.00,0.00,0.00,0.00,5.00,2024.4,0.147,259,767.1,0.082,318,607.08,0.230,164,409.77,0.225,298
E05000263,Shepherd's Bush Green,Hammersmith and Fulham,11993,8589,1940,8634,1419,35%,122,8352.9,108,30.4,107,3478,E01001944,100%,7.00,0.00,0.00,2.00,7.00,2248.2,0.187,120,1171.5,0.136,41,479.07,0.247,132,500.07,0.352,97
E05000264,Town,Hammersmith and Fulham,10970,7734,1959,7783,1228,10%,292,17898.2,404,17.6,386,5002,E01001947,100%,7.00,0.00,0.00,1.00,2.00,1163.9,0.106,417,523.6,0.068,424,283.43,0.145,383,264.69,0.216,319
E05000265,Wormholt and White City,Hammersmith and Fulham,13311,8387,3065,8485,1761,55%,39,7272.1,68,33.5,52,3771,E01001961,100%,8.00,0.00,0.00,5.00,8.00,3241.3,0.244,20,1268.4,0.151,17,964.85,0.315,18,619.89,0.352,98
E05000266,Alexandra,Haringey,11766,7100,2661,7119,1986,0%,438,22401.8,520,11.9,529,18441,E01001962,100%,7.00,0.00,0.00,0.00,0.00,817.8,0.070,540,350.6,0.049,546,182.83,0.069,575,247.26,0.125,496
E05000267,Bounds Green,Haringey,14737,9960,2767,10057,1913,12%,270,11381.0,222,25.0,234,4922,E01001971,100%,7.00,0.00,0.00,1.00,7.00,2292.2,0.156,233,1009.7,0.101,205,502.13,0.181,293,589.11,0.308,154
E05000268,Bruce Grove,Haringey,15184,9980,3211,10133,1840,59%,32,6193.9,34,35.0,35,3861,E01001979,100%,8.00,0.00,0.00,4.00,8.00,3183.1,0.210,67,1347.5,0.135,45,844.56,0.263,102,604.45,0.329,120
E05000269,Crouch End,Haringey,12631,8722,2056,8614,1961,0%,438,20138.1,461,14.1,474,14754,E01001984,100%,7.00,0.00,0.00,0.00,1.00,949.1,0.075,520,435.9,0.050,541,155.34,0.076,562,329.13,0.168,406
E05000270,Fortis Green,Haringey,12530,7779,2694,7802,2034,0%,438,21253.9,489,13.7,486,10079,E01001995,100%,7.00,0.00,0.00,0.00,1.00,1036.1,0.083,497,424.4,0.055,510,232.00,0.086,535,321.13,0.158,429
E05000271,Harringay,Haringey,14149,10578,2106,10602,1441,23%,199,11503.3,227,25.5,215,4676,E01002002,100%,7.00,0.00,0.00,2.00,6.00,2040.1,0.144,271,910.7,0.086,285,405.14,0.192,262,527.31,0.366,85
E05000272,Highgate,Haringey,10825,7008,1869,7017,1939,0%,438,18938.0,432,15.3,446,13214,E01002011,100%,7.00,0.00,0.00,0.00,2.00,824.4,0.076,515,437.8,0.062,452,149.08,0.080,548,240.65,0.124,499
E05000273,Hornsey,Haringey,13062,8965,2351,8984,1727,12%,269,11647.6,231,24.8,237,3764,E01033086,100%,8.00,0.00,0.00,1.00,7.00,2145.7,0.164,204,959.9,0.107,172,469.87,0.200,242,515.05,0.298,166
E05000274,Muswell Hill,Haringey,10809,6706,2020,6633,2156,0%,438,21403.2,495,13.0,499,16274,E01002024,100%,7.00,0.00,0.00,0.00,1.00,713.0,0.066,559,320.7,0.048,562,120.71,0.060,597,273.61,0.127,487
E05000275,Noel Park,Haringey,15029,10398,2799,10480,1750,53%,48,6821.8,53,34.0,43,2796,E01002026,100%,8.00,0.00,1.00,4.00,8.00,2977.3,0.198,90,1320.9,0.127,75,719.97,0.257,114,638.64,0.365,87
E05000276,Northumberland Park,Haringey,15654,9706,4027,9810,1817,94%,1,2975.4,1,46.5,2,1411,E01002039,100%,8.00,2.00,6.00,8.00,8.00,4500.3,0.287,4,1892.5,0.195,3,1254.27,0.311,20,767.94,0.423,34
E05000278,Seven Sisters,Haringey,17453,10625,4830,10801,1822,27%,168,8920.1,126,28.9,140,5281,E01002054,100%,9.00,0.00,0.00,3.00,9.00,3017.3,0.173,167,1191.6,0.112,139,765.46,0.158,357,670.83,0.368,80
E05000277,St. Ann's,Haringey,15797,11217,2741,11207,1849,14%,254,10082.7,176,26.5,196,7221,E01002046,100%,8.00,0.00,0.00,0.00,8.00,2599.8,0.165,201,1042.9,0.093,250,622.57,0.227,171,645.79,0.349,103
E05000279,Stroud Green,Haringey,11954,8648,1848,8578,1528,6%,349,15094.7,335,20.1,337,7606,E01002064,100%,7.00,0.00,0.00,0.00,4.00,1466.5,0.123,354,746.2,0.086,283,276.31,0.150,375,359.27,0.235,280
E05000280,Tottenham Green,Haringey,15524,10454,3154,10448,1922,70%,17,5190.9,16,38.7,13,1685,E01002071,100%,8.00,0.00,2.00,6.00,8.00,3722.6,0.240,22,1433.4,0.137,37,984.10,0.312,19,829.41,0.432,30
E05000281,Tottenham Hale,Haringey,18157,12060,4077,12237,1843,59%,33,6127.2,32,35.1,34,2971,E01002081,100%,8.00,0.00,1.00,6.00,8.00,4140.6,0.228,35,1540.1,0.128,72,1191.41,0.292,42,778.39,0.422,35
E05000282,West Green,Haringey,13530,8952,2628,8966,1936,38%,99,8063.5,96,33.2,60,546,E01002082,100%,8.00,1.00,2.00,3.00,8.00,2927.2,0.216,54,1158.8,0.129,63,706.19,0.269,93,721.34,0.373,77
E05000283,White Hart Lane,Haringey,13694,8381,3369,8647,1678,93%,4,3747.2,4,42.3,4,2671,E01002095,100%,8.00,0.00,2.00,8.00,8.00,3703.6,0.270,9,1333.8,0.159,13,1042.50,0.309,22,759.86,0.453,18
E05000284,Woodside,Haringey,15766,10869,2931,10933,1902,24%,188,9216.0,142,28.5,153,4119,E01002099,100%,8.00,0.00,0.00,2.00,8.00,2645.8,0.168,187,1060.1,0.098,222,654.82,0.223,179,643.17,0.338,110
E05000285,Belmont,Harrow,11427,6642,2465,6636,2326,0%,438,24998.5,570,9.7,573,19020,E01002111,100%,6.00,0.00,0.00,0.00,0.00,838.8,0.073,528,313.7,0.047,566,171.98,0.070,573,289.36,0.124,497
E05000286,Canons,Harrow,13232,7589,2533,7493,3206,0%,438,19879.0,454,14.6,464,12948,E01002114,100%,7.00,0.00,0.00,0.00,2.00,1394.7,0.105,420,473.9,0.062,454,320.49,0.127,433,509.95,0.159,426
E05000287,Edgware,Harrow,12424,7740,2682,7767,1975,4%,373,17176.2,385,17.4,395,7228,E01002120,100%,7.00,0.00,0.00,0.00,2.00,1360.2,0.109,408,466.6,0.060,471,311.12,0.116,460,446.90,0.226,291
E05000288,Greenhill,Harrow,13074,8558,2668,8535,1871,2%,402,15638.6,348,19.1,358,8650,E01002131,100%,6.00,0.00,0.00,0.00,4.00,1729.8,0.132,319,672.8,0.079,347,413.42,0.155,369,479.42,0.256,235
E05000289,Harrow on the Hill,Harrow,12741,7772,2700,8036,2005,8%,316,20422.1,469,15.0,452,6641,E01002133,100%,7.00,0.00,0.00,0.00,1.00,1341.1,0.105,421,501.4,0.065,440,321.15,0.119,453,394.90,0.197,358
E05000290,Harrow Weald,Harrow,11711,6536,2375,6542,2794,4%,375,16527.0,365,18.1,374,7669,E01002139,100%,7.00,0.00,0.00,0.00,3.00,1502.9,0.128,335,541.5,0.083,310,379.21,0.160,353,466.64,0.167,409
E05000291,Hatch End,Harrow,10825,5847,1987,5773,3065,9%,313,24365.5,554,11.4,535,6225,E01002151,100%,7.00,0.00,0.00,1.00,1.00,914.9,0.085,493,340.2,0.058,488,215.45,0.108,481,329.48,0.107,535
E05000292,Headstone North,Harrow,10229,5865,1937,5807,2485,0%,438,26591.7,599,8.4,602,21403,E01002154,100%,6.00,0.00,0.00,0.00,0.00,671.9,0.066,560,271.4,0.046,572,131.14,0.068,578,281.79,0.113,519
E05000293,Headstone South,Harrow,11569,7096,2439,7108,2022,0%,438,20973.9,486,13.2,493,16353,E01002162,100%,6.00,0.00,0.00,0.00,1.00,1282.5,0.111,400,481.2,0.068,423,309.81,0.127,430,353.31,0.175,393
E05000294,Kenton East,Harrow,11503,7161,2198,7186,2119,0%,438,17370.7,392,17.0,404,10183,E01002168,100%,7.00,0.00,0.00,0.00,3.00,1352.0,0.118,372,447.3,0.062,453,277.80,0.126,434,539.57,0.255,237
E05000295,Kenton West,Harrow,11176,6739,2025,6673,2478,0%,438,22019.0,511,12.2,523,20015,E01002177,100%,7.00,0.00,0.00,0.00,0.00,953.0,0.085,488,345.4,0.051,533,152.11,0.075,563,442.30,0.178,389
E05000296,Marlborough,Harrow,12986,8083,2875,8122,1989,1%,425,15551.4,343,19.1,359,9672,E01002180,100%,6.00,0.00,0.00,0.00,4.00,1821.9,0.140,280,644.0,0.080,340,495.20,0.172,322,468.48,0.236,276
E05000297,Pinner,Harrow,10416,5841,1895,5740,2781,5%,353,22745.5,529,12.7,510,7721,E01002185,100%,6.00,0.00,0.00,0.00,2.00,923.6,0.089,471,387.7,0.066,431,202.87,0.107,484,287.91,0.104,545
E05000298,Pinner South,Harrow,10525,5708,2324,5694,2507,0%,438,28407.1,619,6.8,616,23375,E01002193,100%,6.00,0.00,0.00,0.00,0.00,587.6,0.056,591,233.8,0.041,592,125.93,0.054,605,210.75,0.084,580
E05000299,Queensbury,Harrow,12427,7620,2631,7645,2151,0%,438,20623.7,477,13.6,487,15836,E01002202,100%,7.00,0.00,0.00,0.00,1.00,1157.3,0.093,449,371.0,0.049,555,254.06,0.097,512,437.10,0.203,341
E05000300,Rayners Lane,Harrow,11160,6596,2335,6579,2246,0%,438,24338.5,553,10.2,560,19682,E01002206,100%,7.00,0.00,0.00,0.00,0.00,898.8,0.081,504,312.3,0.047,565,193.74,0.083,540,283.51,0.126,490
E05000301,Roxbourne,Harrow,13413,8173,3241,8229,1943,8%,317,13912.4,302,21.5,303,6812,E01002217,100%,7.00,0.00,0.00,0.00,6.00,2113.6,0.158,226,770.9,0.094,242,519.41,0.160,350,568.78,0.293,176
E05000302,Roxeth,Harrow,11750,7138,2564,7211,1975,0%,438,17157.0,380,17.1,403,11629,E01002224,100%,7.00,0.00,0.00,0.00,2.00,1464.6,0.125,346,518.7,0.073,394,363.11,0.142,392,423.35,0.214,321
E05000303,Stanmore Park,Harrow,11996,6411,2166,6386,3444,12%,267,18578.4,424,17.1,401,4814,E01002227,100%,6.00,0.00,0.00,1.00,2.00,1374.4,0.115,384,537.6,0.084,302,280.61,0.130,423,483.17,0.140,454
E05000304,Wealdstone,Harrow,11543,6985,2734,7031,1778,2%,403,12964.7,271,22.1,291,9047,E01002235,100%,6.00,0.00,0.00,0.00,6.00,1931.5,0.167,188,677.0,0.097,226,515.74,0.189,270,484.85,0.273,204
E05000305,West Harrow,Harrow,10691,6505,2169,6455,2067,0%,438,19587.2,448,15.0,451,12828,E01002241,100%,6.00,0.00,0.00,0.00,3.00,1239.0,0.116,377,510.7,0.079,348,302.51,0.139,394,336.94,0.163,419
E05000306,Brooklands,Havering,16798,10221,3756,10209,2833,4%,376,13815.8,296,21.1,313,7880,E01002243,100%,9.00,0.00,0.00,0.00,8.00,2307.8,0.137,287,868.6,0.085,292,738.23,0.197,250,473.90,0.167,408
E05000307,Cranham,Havering,12777,6791,2231,6731,3815,0%,438,27727.8,610,7.2,611,19021,E01002258,100%,8.00,0.00,0.00,0.00,0.00,648.7,0.051,603,291.7,0.043,585,175.83,0.079,551,231.03,0.061,625
E05000308,Elm Park,Havering,12814,7300,2459,7276,3079,5%,352,18318.5,417,16.7,415,7061,E01002264,100%,8.00,0.00,0.00,0.00,2.00,1403.7,0.110,406,603.6,0.083,312,398.14,0.162,346,407.87,0.132,478
E05000309,Emerson Park,Havering,12095,6577,2001,6533,3561,0%,438,26178.5,596,8.7,597,22617,E01002268,100%,8.00,0.00,0.00,0.00,0.00,683.7,0.057,586,325.1,0.049,545,162.56,0.081,544,271.05,0.076,601
E05000310,Gooshays,Havering,15781,9426,3823,9437,2521,49%,59,6791.2,51,33.8,50,2185,E01002280,100%,9.00,0.00,1.00,4.00,9.00,3365.4,0.213,60,1360.4,0.144,25,1065.73,0.279,71,628.43,0.249,246
E05000311,Hacton,Havering,12505,7076,2025,7028,3452,0%,438,25776.7,587,9.2,586,15963,E01002292,100%,8.00,0.00,0.00,0.00,1.00,736.4,0.059,581,359.5,0.051,537,184.44,0.091,522,225.30,0.065,618
E05000312,Harold Wood,Havering,13779,8183,2584,8074,3121,9%,307,18283.0,415,17.0,407,4699,E01002297,100%,8.00,0.00,0.00,1.00,2.00,1547.2,0.112,396,660.7,0.081,333,430.47,0.167,337,421.19,0.135,468
E05000313,Havering Park,Havering,13497,7531,2908,7535,3054,11%,283,13074.4,276,22.6,282,7421,E01002306,100%,8.00,0.00,0.00,0.00,7.00,1962.3,0.145,266,788.0,0.105,191,602.52,0.207,224,408.47,0.134,475
E05000314,Heaton,Havering,13914,7779,3324,7746,2844,35%,123,8315.9,105,30.7,99,4045,E01002316,100%,8.00,0.00,0.00,3.00,8.00,2780.6,0.200,85,1034.7,0.133,51,803.93,0.242,144,697.78,0.245,260
E05000315,Hylands,Havering,13406,7880,2285,7875,3246,0%,438,23551.7,538,11.2,538,12735,E01002324,100%,8.00,0.00,0.00,0.00,1.00,862.6,0.064,567,424.7,0.054,517,186.81,0.082,542,305.28,0.094,566
E05000316,Mawneys,Havering,13400,7564,2640,7583,3177,1%,430,17234.1,389,17.2,398,9804,E01002325,100%,8.00,0.00,0.00,0.00,3.00,1448.7,0.108,411,560.8,0.074,376,393.52,0.149,376,425.87,0.134,474
E05000317,Pettits,Havering,13146,7075,2210,7023,3913,0%,438,23390.3,534,11.1,543,17529,E01002335,100%,9.00,0.00,0.00,0.00,0.00,905.2,0.069,544,360.8,0.051,536,229.09,0.104,490,321.42,0.082,588
E05000318,Rainham and Wennington,Havering,12992,7481,2561,7428,3003,5%,366,16403.8,361,18.5,364,7882,E01002345,100%,8.00,0.00,0.00,0.00,4.00,1542.9,0.119,367,656.9,0.088,274,481.19,0.188,272,323.95,0.108,532
E05000319,Romford Town,Havering,17513,11057,3395,10959,3159,8%,319,17352.7,391,18.0,375,6369,E01002356,100%,10.00,0.00,0.00,1.00,5.00,1918.0,0.110,407,852.5,0.077,359,524.26,0.154,370,464.52,0.147,448
E05000321,South Hornchurch,Havering,14282,8098,3123,8087,3072,17%,229,13837.7,299,22.5,287,4538,E01002368,100%,8.00,0.00,0.00,1.00,4.00,2101.4,0.147,258,875.5,0.108,163,681.03,0.218,198,383.40,0.125,494
E05000322,Squirrel's Heath,Havering,13986,8362,2516,8281,3189,0%,438,24084.9,549,10.6,552,17013,E01002380,100%,8.00,0.00,0.00,0.00,0.00,995.5,0.071,534,461.5,0.055,504,249.19,0.099,506,323.39,0.101,549
E05000320,St. Andrew's,Havering,13696,7837,2176,7782,3738,0%,438,22468.9,524,12.1,524,14950,E01002361,100%,9.00,0.00,0.00,0.00,2.00,1180.8,0.086,483,473.9,0.060,470,274.33,0.126,436,400.22,0.107,538
E05000323,Upminster,Havering,12994,6919,2168,6841,3985,0%,438,28150.0,615,6.8,618,20191,E01002385,100%,8.00,0.00,0.00,0.00,0.00,486.0,0.037,625,249.2,0.036,610,128.82,0.059,599,182.38,0.046,631
E05000324,Barnhill,Hillingdon,14386,8777,3647,8835,1904,11%,281,11475.1,226,24.5,240,5845,E01002392,100%,8.00,0.00,0.00,1.00,8.00,2165.6,0.151,247,807.7,0.092,254,643.53,0.176,305,425.36,0.223,301
E05000325,Botwell,Hillingdon,17405,10487,4635,10576,2194,5%,357,10442.4,194,25.6,213,8171,E01002404,100%,8.00,0.00,0.00,0.00,8.00,2865.7,0.165,200,1096.5,0.105,192,858.33,0.185,281,576.05,0.263,220
E05000326,Brunel,Hillingdon,15736,10998,2387,11192,2157,7%,329,17231.9,388,18.2,372,7544,E01002408,100%,7.00,0.00,0.00,0.00,4.00,1596.0,0.101,431,653.9,0.059,479,460.83,0.193,261,333.91,0.155,434
E05000327,Cavendish,Hillingdon,11879,6840,2389,6854,2636,0%,438,26159.6,594,8.8,596,20174,E01002420,100%,7.00,0.00,0.00,0.00,0.00,779.0,0.066,561,327.4,0.048,561,213.46,0.089,528,246.50,0.094,567
E05000328,Charville,Hillingdon,13147,7803,2997,7922,2228,3%,385,17167.8,382,17.5,390,7970,E01002429,100%,8.00,0.00,0.00,0.00,3.00,1478.6,0.112,394,589.1,0.075,370,427.47,0.143,390,299.46,0.134,470
E05000329,Eastcote and East Ruislip,Hillingdon,12844,7112,2345,7045,3454,0%,438,26625.0,600,8.4,601,17059,E01002433,100%,8.00,0.00,0.00,0.00,0.00,692.2,0.054,595,339.7,0.048,563,192.40,0.082,541,201.03,0.058,626
E05000330,Harefield,Hillingdon,7513,4289,1471,4287,1755,0%,438,15009.7,333,19.6,347,11533,E01002442,100%,5.00,0.00,0.00,0.00,3.00,895.8,0.119,364,369.0,0.086,286,256.70,0.175,310,211.90,0.121,506
E05000331,Heathrow Villages,Hillingdon,13862,9077,3034,8955,1873,5%,368,12650.2,265,22.5,285,7835,E01002445,100%,7.00,0.00,0.00,0.00,7.00,1564.1,0.113,389,594.4,0.065,435,525.25,0.173,319,291.20,0.155,432
E05000332,Hillingdon East,Hillingdon,13332,7900,3093,7959,2280,1%,432,19303.8,439,15.5,442,9683,E01002457,100%,8.00,0.00,0.00,0.00,4.00,1326.0,0.099,438,570.0,0.072,399,383.59,0.124,442,304.17,0.133,476
E05000333,Ickenham,Hillingdon,10521,5777,1924,5797,2800,0%,438,28392.5,618,6.8,617,24176,E01002461,100%,7.00,0.00,0.00,0.00,0.00,427.6,0.041,618,224.5,0.039,601,102.53,0.053,607,147.89,0.053,629
E05000334,Manor,Hillingdon,11861,6972,2443,6905,2513,0%,438,26859.7,605,8.1,607,23632,E01002470,100%,7.00,0.00,0.00,0.00,0.00,656.2,0.055,593,281.2,0.040,594,203.98,0.083,539,182.14,0.072,606
E05000335,Northwood,Hillingdon,10737,5996,1799,5847,3091,0%,438,24157.3,551,10.5,554,16423,E01002475,100%,7.00,0.00,0.00,0.00,0.00,857.1,0.080,506,364.5,0.061,466,150.49,0.084,538,371.72,0.120,508
E05000336,Northwood Hills,Hillingdon,11959,6923,2340,6890,2729,0%,438,21705.3,501,12.9,501,13323,E01002484,100%,7.00,0.00,0.00,0.00,3.00,1105.5,0.092,453,497.2,0.072,401,266.49,0.114,464,329.65,0.121,505
E05000337,Pinkwell,Hillingdon,15953,9696,4132,9808,2013,6%,351,12382.5,256,23.1,271,7115,E01002493,100%,8.00,0.00,0.00,0.00,7.00,2352.4,0.147,257,858.6,0.089,266,746.72,0.181,296,409.67,0.204,339
E05000338,South Ruislip,Hillingdon,12889,7965,2735,7980,2174,0%,438,22112.4,513,12.2,521,17182,E01002496,100%,7.00,0.00,0.00,0.00,0.00,1068.3,0.083,496,426.7,0.054,518,308.25,0.113,467,306.97,0.141,452
E05000339,Townfield,Hillingdon,15856,9619,3985,9785,2086,29%,151,8962.2,130,28.9,142,5524,E01002505,100%,8.00,0.00,0.00,2.00,8.00,2922.8,0.184,131,1080.3,0.112,137,871.63,0.219,194,633.06,0.303,159
E05000340,Uxbridge North,Hillingdon,13532,8158,2581,8059,2893,0%,438,20534.9,472,14.3,470,11647,E01002511,100%,7.64,0.00,0.00,0.00,2.64,1161.7,0.086,487,543.8,0.067,429,287.75,0.112,471,329.34,0.114,518
E05000341,Uxbridge South,Hillingdon,15883,11578,2205,11787,1890,6%,348,18279.6,414,16.9,413,8067,E01002519,100%,6.36,0.00,0.00,0.00,3.36,1585.6,0.100,435,672.2,0.058,490,454.46,0.206,231,358.90,0.190,367
E05000342,West Drayton,Hillingdon,16622,10187,4076,10179,2367,22%,209,10300.1,186,26.7,193,5774,E01002530,100%,8.00,0.00,0.00,2.00,7.00,2642.9,0.159,221,1010.9,0.099,216,908.62,0.223,180,422.83,0.179,388
E05000343,West Ruislip,Hillingdon,11391,6671,2088,6551,2752,0%,438,24920.4,567,9.8,567,16920,E01002533,100%,7.00,0.00,0.00,0.00,0.00,835.8,0.073,530,363.8,0.055,511,170.61,0.082,543,321.41,0.117,513
E05000344,Yeading,Hillingdon,14874,9112,3961,9169,1744,21%,213,11772.3,233,25.3,225,3488,E01002545,100%,8.00,0.00,0.00,1.00,6.00,2442.5,0.164,205,878.4,0.096,230,801.69,0.202,237,381.65,0.219,313
E05000345,Yiewsley,Hillingdon,13874,8789,3188,8835,1851,24%,189,9330.3,147,28.0,163,5488,E01002553,100%,7.00,0.00,0.00,1.00,7.00,2284.4,0.165,199,932.3,0.106,177,739.43,0.232,159,388.61,0.210,329
E05000346,Bedfont,Hounslow,13428,8177,3055,8145,2228,9%,308,12120.2,246,23.9,254,5999,E01002561,100%,7.00,0.00,0.00,1.00,5.00,1931.2,0.144,273,736.7,0.090,261,612.35,0.200,240,398.50,0.179,387
E05000347,Brentford,Hounslow,15085,10068,2825,10027,2233,31%,136,10371.0,188,27.1,187,6163,E01002564,100%,7.00,0.00,0.00,2.00,6.00,2507.1,0.166,195,925.5,0.092,255,721.91,0.256,117,543.55,0.243,262
E05000348,Chiswick Homefields,Hounslow,11362,7113,2183,7088,2091,5%,365,22486.1,525,12.7,511,7879,E01002572,100%,7.00,0.00,0.00,0.00,1.00,844.2,0.074,525,353.0,0.050,544,214.78,0.098,507,228.36,0.109,530
E05000349,Chiswick Riverside,Hounslow,11503,7158,2250,7110,2143,0%,438,20106.3,460,14.4,467,10987,E01002580,100%,7.00,0.00,0.00,0.00,2.00,1012.5,0.088,476,459.7,0.064,442,229.15,0.102,496,284.73,0.133,477
E05000350,Cranford,Hounslow,13475,8492,3014,8532,1929,13%,262,11609.0,229,24.6,239,4946,E01002588,100%,7.00,0.00,0.00,1.00,6.00,2022.7,0.150,250,774.6,0.091,258,572.75,0.190,268,477.95,0.248,253
E05000351,Feltham North,Hounslow,12058,7349,2494,7355,2209,1%,427,12208.3,250,23.0,276,9557,E01002595,100%,6.00,0.00,0.00,0.00,6.00,1643.4,0.136,295,645.8,0.088,273,433.90,0.174,314,439.97,0.199,353
E05000352,Feltham West,Hounslow,15755,9929,3986,10079,1690,9%,305,11891.5,239,24.2,248,5512,E01033000,100%,9.00,0.00,0.00,1.00,7.00,2239.3,0.142,275,825.1,0.083,306,774.04,0.194,259,361.22,0.214,322
E05000353,Hanworth,Hounslow,12642,7559,3042,7632,1968,31%,139,9695.6,165,28.2,161,4811,E01002606,100%,7.00,0.00,0.00,2.00,6.00,2321.8,0.184,132,839.3,0.111,150,774.54,0.255,120,425.10,0.216,318
E05000354,Hanworth Park,Hounslow,12113,7465,2633,7380,2100,10%,297,14528.3,318,21.0,315,5539,E01002615,100%,7.00,0.00,0.00,1.00,4.00,1501.2,0.124,348,584.5,0.078,351,435.94,0.166,340,343.44,0.164,416
E05000355,Heston Central,Hounslow,12741,7930,2706,7933,2102,2%,412,13133.8,277,21.9,297,8903,E01002623,100%,7.00,0.00,0.00,0.00,6.00,1655.1,0.130,331,642.0,0.081,330,426.96,0.158,359,465.67,0.222,308
