Ward Code,Ward Name,Borough,Population,Working age population,Child population,16-59 population,Old age population,IMD Extent %,IMD Extent Rank,IMD Average rank,IMD average rank rank,IMD average score,IMD average score rank,Rank of worst LSOA,Worst LSOA Code,Worst LSOA: % of resident in ward,Number of LSOAs,# LSOAs in worst 5%,# LSOAs in worst 10%,# LSOAs in worst 20%,# LSOAs in worst 50%,Income scale,Income score,Income rank,Employment scale,Employment score,Employment rank,IDACI scale,IDACI score,IDACI score rank,IDAOPI scale,IDAOPI score,IDAOPI score (rank)
E05000611,Bedford,Wandsworth,14240,10434,2270,10456,1514,0%,436,16875.5,373,17.4,394,9627,E01004489,100%,9.00,0.00,0.00,0.00,3.00,1402.4,0.098,442,651.4,0.062,455,266.77,0.118,455,392.16,0.259,230
E05000612,Earlsfield,Wandsworth,16349,11978,2799,12014,1536,0%,438,19925.1,455,14.4,468,11697,E01004495,100%,9.00,0.00,0.00,0.00,2.00,1605.9,0.098,443,714.9,0.060,476,402.18,0.144,386,347.48,0.226,292
E05000613,East Putney,Wandsworth,15380,10845,2280,10857,2243,0%,438,22869.2,530,11.6,533,15634,E01004503,100%,9.00,0.00,0.00,0.00,2.00,1147.5,0.075,523,457.5,0.042,589,256.15,0.112,468,359.92,0.160,425
E05000614,Fairfield,Wandsworth,15216,11747,2018,11709,1489,0%,438,21995.8,509,12.4,516,15875,E01004513,100%,8.00,0.00,0.00,0.00,1.00,1177.1,0.077,511,544.1,0.046,571,274.69,0.136,407,291.89,0.196,359
E05000615,Furzedown,Wandsworth,16834,10798,3609,10933,2292,7%,333,16808.4,371,18.0,376,5868,E01004524,100%,9.00,0.00,0.00,1.00,3.00,2179.6,0.129,334,839.7,0.078,356,566.60,0.157,363,507.39,0.221,309
E05000616,Graveney,Wandsworth,15561,10762,2940,10801,1820,3%,400,14704.3,327,20.3,332,8673,E01004528,100%,9.00,0.00,0.00,0.00,5.00,2176.5,0.140,281,843.2,0.078,349,579.59,0.197,248,476.67,0.262,221
E05000617,Latchmere,Wandsworth,15945,11035,2950,11127,1868,31%,140,9554.6,159,28.6,147,4700,E01004541,100%,8.00,0.00,0.00,4.00,7.00,3120.8,0.196,96,1257.3,0.114,131,878.13,0.298,36,672.56,0.360,90
E05000618,Nightingale,Wandsworth,14742,10353,2501,10284,1957,0%,438,21701.6,500,12.9,506,14054,E01004547,100%,9.00,0.00,0.00,0.00,2.00,1158.8,0.079,510,552.0,0.053,520,239.10,0.096,515,323.95,0.166,410
E05000619,Northcote,Wandsworth,16128,11448,3270,11434,1424,0%,438,26246.2,597,8.7,598,16564,E01004551,100%,9.00,0.00,0.00,0.00,0.00,719.1,0.045,614,349.2,0.031,621,133.15,0.041,621,234.49,0.165,414
E05000620,Queenstown,Wandsworth,17592,12928,2670,12866,2056,15%,249,12487.1,260,23.7,260,7246,E01004567,100%,10.00,0.00,0.00,0.00,7.00,2412.3,0.137,291,1002.6,0.078,358,664.73,0.249,127,532.89,0.259,229
E05000621,Roehampton and Putney Heath,Wandsworth,16790,11020,3333,11161,2296,17%,230,9500.1,157,27.5,176,5928,E01004574,100%,9.00,0.00,0.00,2.00,9.00,3227.2,0.192,106,1223.2,0.111,151,990.01,0.297,37,656.74,0.286,185
E05000623,Shaftesbury,Wandsworth,15510,11880,2019,11821,1670,0%,438,20260.0,463,14.6,462,10399,E01004592,100%,8.00,0.00,0.00,0.00,3.00,1281.7,0.083,498,690.5,0.058,489,246.92,0.122,443,339.47,0.203,340
E05000624,Southfields,Wandsworth,16402,11100,3387,11068,1947,2%,409,23028.0,531,12.2,519,9097,E01004600,100%,9.00,0.00,0.00,0.00,2.00,1390.0,0.085,491,573.5,0.052,528,349.98,0.103,492,352.72,0.181,384
E05000622,St. Mary's Park,Wandsworth,17897,12578,2750,12508,2639,4%,371,18749.0,429,16.1,430,7042,E01004584,100%,10.00,0.00,0.00,0.00,4.00,1957.3,0.109,409,704.8,0.056,496,512.55,0.186,278,524.75,0.199,355
E05000625,Thamesfield,Wandsworth,15615,10869,2646,10762,2207,0%,438,24573.1,558,10.1,562,18238,E01004608,100%,9.00,0.00,0.00,0.00,0.00,736.5,0.047,609,337.1,0.031,620,168.19,0.064,593,261.48,0.118,510
E05000626,Tooting,Wandsworth,16348,11269,2961,11329,2058,13%,259,13977.2,305,21.7,301,5177,E01004615,100%,9.00,0.00,0.00,1.00,5.00,2257.5,0.138,282,848.6,0.075,373,608.94,0.206,232,534.99,0.260,228
E05000627,Wandsworth Common,Wandsworth,14611,9787,3023,9735,1853,0%,438,20556.4,474,13.8,480,13491,E01004622,100%,9.00,0.00,0.00,0.00,2.00,1016.5,0.070,539,513.9,0.053,524,237.11,0.078,553,254.81,0.138,461
E05000628,West Hill,Wandsworth,16502,10832,3281,10889,2332,3%,389,17175.9,384,17.8,380,8066,E01004630,100%,10.00,0.00,0.00,0.00,4.00,2222.6,0.135,307,909.3,0.084,301,616.17,0.188,273,468.31,0.201,347
E05000629,West Putney,Wandsworth,15500,9830,2931,9834,2735,3%,399,17559.8,397,17.5,388,8654,E01004645,100%,8.00,0.00,0.00,0.00,5.00,1809.7,0.117,374,741.4,0.075,371,477.29,0.163,344,494.12,0.181,385
E05000630,Abbey Road,Westminster,12944,8143,2530,8130,2284,0%,438,24533.9,556,10.1,561,17624,E01004647,100%,6.00,0.00,0.00,0.00,0.00,799.3,0.062,575,307.8,0.038,605,148.76,0.059,603,313.57,0.137,462
E05000631,Bayswater,Westminster,11184,8037,1661,7952,1571,0%,438,18064.9,409,16.3,424,11625,E01004656,100%,6.00,0.00,0.00,0.00,2.00,1051.9,0.094,448,532.8,0.066,432,152.91,0.092,519,363.77,0.232,286
E05000632,Bryanston and Dorset Square,Westminster,12959,9378,1642,9304,2013,0%,438,21347.5,492,13.1,494,14144,E01004661,100%,7.00,0.00,0.00,0.00,2.00,824.9,0.064,568,426.4,0.045,576,128.99,0.079,552,250.20,0.124,498
E05000634,Church Street,Westminster,12674,7525,2944,7582,2148,83%,7,4185.5,6,41.5,6,1850,E01033598,100%,7.00,0.00,2.00,6.00,7.00,3966.7,0.313,1,1570.8,0.209,2,987.74,0.336,3,976.81,0.455,16
E05000633,Churchill,Westminster,10634,6704,2167,6699,1768,28%,161,8968.9,131,28.9,141,5376,E01004665,100%,7.00,0.00,0.00,1.00,7.00,2299.7,0.216,55,992.0,0.148,18,632.34,0.292,43,435.03,0.246,259
E05000635,Harrow Road,Westminster,12927,8568,2613,8664,1650,28%,160,9077.1,135,28.6,149,6143,E01004674,100%,6.00,0.00,0.00,1.00,6.00,2925.7,0.226,37,1239.9,0.145,23,708.71,0.271,83,682.24,0.413,43
E05000636,Hyde Park,Westminster,12253,8742,1703,8624,1926,3%,395,17372.6,393,17.7,384,8369,E01033594,100%,8.00,0.00,0.00,0.00,4.00,1043.0,0.085,489,476.5,0.055,512,186.60,0.110,478,334.72,0.174,398
E05000637,Knightsbridge and Belgravia,Westminster,10433,7395,1300,7360,1773,0%,438,26911.5,606,8.2,606,17986,E01004689,100%,6.00,0.00,0.00,0.00,0.00,98.5,0.009,633,41.4,0.006,633,21.49,0.017,633,59.05,0.033,633
E05000638,Lancaster Gate,Westminster,14401,10798,1873,10777,1751,5%,362,19098.9,436,15.7,438,6924,E01004696,100%,8.00,0.00,0.00,0.00,2.00,1087.2,0.075,517,521.6,0.048,557,186.53,0.100,502,358.54,0.205,336
E05000639,Little Venice,Westminster,11388,7518,2170,7475,1743,23%,195,19317.0,440,18.0,377,3687,E01004702,100%,6.00,0.00,0.00,1.00,1.00,1417.3,0.124,347,608.1,0.081,331,295.68,0.136,405,413.58,0.237,271
E05000640,Maida Vale,Westminster,10929,7352,2179,7306,1444,6%,342,17695.5,398,18.0,378,7483,E01004710,100%,6.00,0.00,0.00,0.00,4.00,1508.2,0.138,283,646.7,0.088,271,373.30,0.171,324,370.07,0.256,234
E05000641,Marylebone High Street,Westminster,11894,8742,1348,8678,1868,0%,438,23651.6,543,10.9,547,18090,E01004715,100%,6.00,0.00,0.00,0.00,0.00,552.6,0.046,611,237.9,0.027,628,98.98,0.073,564,201.44,0.108,533
E05000642,Queen's Park,Westminster,13504,8428,3080,8547,1877,45%,69,7070.8,58,32.4,68,4722,E01004721,100%,6.00,0.00,0.00,2.00,6.00,3392.9,0.251,13,1385.9,0.164,10,869.27,0.282,59,745.10,0.397,54
E05000643,Regent's Park,Westminster,13186,8298,2106,8255,2825,1%,422,20669.7,479,14.3,469,9498,E01004725,100%,7.00,0.00,0.00,0.00,2.00,1314.6,0.100,436,441.9,0.053,521,204.45,0.097,510,638.58,0.226,293
E05000644,St. James's,Westminster,10884,7821,1141,7644,2099,28%,164,14583.7,322,23.1,270,3324,E01004732,100%,6.00,0.00,0.00,2.00,4.00,1412.8,0.130,333,919.8,0.118,110,201.98,0.177,302,312.90,0.149,445
E05000645,Tachbrook,Westminster,8996,6178,1046,6063,1887,10%,293,17909.3,405,17.6,385,6426,E01004740,100%,6.00,0.00,0.00,1.00,3.00,1107.5,0.123,352,453.6,0.073,380,216.23,0.207,227,380.59,0.202,345
E05000646,Vincent Square,Westminster,11276,7686,1652,7556,2068,1%,418,15211.6,337,19.8,343,9216,E01004746,100%,6.00,0.00,0.00,0.00,4.00,1587.9,0.141,279,816.7,0.106,175,313.28,0.190,269,387.38,0.187,372
E05000647,Warwick,Westminster,10086,7233,1257,7114,1715,0%,438,18477.3,421,15.8,437,12381,E01004752,100%,5.00,0.00,0.00,0.00,2.00,1179.3,0.117,373,550.2,0.076,364,212.46,0.169,329,355.20,0.207,333
E05000649,West End,Westminster,11827,9123,1030,8921,1876,0%,438,17822.0,401,16.9,408,10393,E01033596,100%,6.00,0.00,0.00,0.00,3.00,883.9,0.075,522,536.7,0.059,485,115.12,0.112,470,264.17,0.141,453
E05000648,Westbourne,Westminster,13668,8675,3163,8711,1794,55%,41,6686.2,47,34.9,37,2865,E01004754,100%,7.00,0.00,1.00,4.00,7.00,3653.6,0.267,11,1498.1,0.173,7,1010.99,0.320,16,753.95,0.420,36
